"Onderwerp";"Voertuigtype";"Perioden";"Eenheid";"Waarde"
"Diesel";"Vrachtauto (excl. trekker voor oplegger)";"2016";"aantal";"60920"
"Diesel";"Vrachtauto (excl. trekker voor oplegger)";"2017";"aantal";"60660"
"Diesel";"Vrachtauto (excl. trekker voor oplegger)";"2018";"aantal";"61107"
"Diesel";"Vrachtauto (excl. trekker voor oplegger)";"2019";"aantal";"61488"
"Diesel";"Trekker voor oplegger";"2000";"aantal";"56729"
"Diesel";"Trekker voor oplegger";"2001";"aantal";"59764"
"Diesel";"Trekker voor oplegger";"2002";"aantal";"61974"
"Diesel";"Trekker voor oplegger";"2003";"aantal";"62847"
"Diesel";"Trekker voor oplegger";"2004";"aantal";"63403"
"Diesel";"Trekker voor oplegger";"2005";"aantal";"64470"
"Diesel";"Trekker voor oplegger";"2006";"aantal";"65561"
"Diesel";"Trekker voor oplegger";"2007";"aantal";"70504"
"Diesel";"Trekker voor oplegger";"2008";"aantal";"72748"
"Diesel";"Trekker voor oplegger";"2009";"aantal";"74579"
"Diesel";"Trekker voor oplegger";"2010";"aantal";"71511"
"Diesel";"Trekker voor oplegger";"2011";"aantal";"71269"
"Diesel";"Trekker voor oplegger";"2012";"aantal";"71409"
"Diesel";"Trekker voor oplegger";"2013";"aantal";"70271"
"Diesel";"Trekker voor oplegger";"2014";"aantal";"70828"
"Diesel";"Trekker voor oplegger";"2015";"aantal";"70258"
"Diesel";"Trekker voor oplegger";"2016";"aantal";"71902"
"Diesel";"Trekker voor oplegger";"2017";"aantal";"73794"
"Diesel";"Trekker voor oplegger";"2018";"aantal";"76594"
"Diesel";"Trekker voor oplegger";"2019";"aantal";"79475"
"Diesel";"Speciaal voertuig";"2000";"aantal";"31225"
"Diesel";"Speciaal voertuig";"2001";"aantal";"34720"
"Diesel";"Speciaal voertuig";"2002";"aantal";"38355"
"Diesel";"Speciaal voertuig";"2003";"aantal";"41924"
"Diesel";"Speciaal voertuig";"2004";"aantal";"44374"
"Diesel";"Speciaal voertuig";"2005";"aantal";"46642"
"Diesel";"Speciaal voertuig";"2006";"aantal";"50047"
"Diesel";"Speciaal voertuig";"2007";"aantal";"53162"
"Diesel";"Speciaal voertuig";"2008";"aantal";"55865"
"Diesel";"Speciaal voertuig";"2009";"aantal";"58903"
"Diesel";"Speciaal voertuig";"2010";"aantal";"60009"
"Diesel";"Speciaal voertuig";"2011";"aantal";"59578"
"Diesel";"Speciaal voertuig";"2012";"aantal";"59047"
"Diesel";"Speciaal voertuig";"2013";"aantal";"58359"
"Diesel";"Speciaal voertuig";"2014";"aantal";"57540"
"Diesel";"Speciaal voertuig";"2015";"aantal";"56453"
"Diesel";"Speciaal voertuig";"2016";"aantal";"55786"
"Diesel";"Speciaal voertuig";"2017";"aantal";"55449"
"Diesel";"Speciaal voertuig";"2018";"aantal";"54903"
"Diesel";"Speciaal voertuig";"2019";"aantal";"54660"
"Diesel";"Bus";"2000";"aantal";"10974"
"Diesel";"Bus";"2001";"aantal";"11112"
"Diesel";"Bus";"2002";"aantal";"11085"
"Diesel";"Bus";"2003";"aantal";"11153"
"Diesel";"Bus";"2004";"aantal";"11128"
"Diesel";"Bus";"2005";"aantal";"11024"
"Diesel";"Bus";"2006";"aantal";"10754"
"Diesel";"Bus";"2007";"aantal";"10545"
"Diesel";"Bus";"2008";"aantal";"10800"
"Diesel";"Bus";"2009";"aantal";"11027"
"Diesel";"Bus";"2010";"aantal";"11017"
"Diesel";"Bus";"2011";"aantal";"10594"
"Diesel";"Bus";"2012";"aantal";"10271"
"Diesel";"Bus";"2013";"aantal";"9606"
"Diesel";"Bus";"2014";"aantal";"9032"
"Diesel";"Bus";"2015";"aantal";"8770"
"Diesel";"Bus";"2016";"aantal";"8596"
"Diesel";"Bus";"2017";"aantal";"8945"
"Diesel";"Bus";"2018";"aantal";"8926"
"Diesel";"Bus";"2019";"aantal";"8586"
"Diesel";"Aanhangwagen";"2000";"aantal";""
"Diesel";"Aanhangwagen";"2001";"aantal";""
"Diesel";"Aanhangwagen";"2002";"aantal";""
"Diesel";"Aanhangwagen";"2003";"aantal";""
"Diesel";"Aanhangwagen";"2004";"aantal";""
"Diesel";"Aanhangwagen";"2005";"aantal";""
"Diesel";"Aanhangwagen";"2006";"aantal";""
"Diesel";"Aanhangwagen";"2007";"aantal";""
"Diesel";"Aanhangwagen";"2008";"aantal";""
"Diesel";"Aanhangwagen";"2009";"aantal";""
"Diesel";"Aanhangwagen";"2010";"aantal";""
"Diesel";"Aanhangwagen";"2011";"aantal";""
"Diesel";"Aanhangwagen";"2012";"aantal";""
"Diesel";"Aanhangwagen";"2013";"aantal";""
"Diesel";"Aanhangwagen";"2014";"aantal";""
"Diesel";"Aanhangwagen";"2015";"aantal";""
"Diesel";"Aanhangwagen";"2016";"aantal";""
"Diesel";"Aanhangwagen";"2017";"aantal";""
"Diesel";"Aanhangwagen";"2018";"aantal";""
"Diesel";"Aanhangwagen";"2019";"aantal";""
"Diesel";"Oplegger";"2000";"aantal";""
"Diesel";"Oplegger";"2001";"aantal";""
"Diesel";"Oplegger";"2002";"aantal";""
"Diesel";"Oplegger";"2003";"aantal";""
"Diesel";"Oplegger";"2004";"aantal";""
"Diesel";"Oplegger";"2005";"aantal";""
"Diesel";"Oplegger";"2006";"aantal";""
"Diesel";"Oplegger";"2007";"aantal";""
"Diesel";"Oplegger";"2008";"aantal";""
"Diesel";"Oplegger";"2009";"aantal";""
"Diesel";"Oplegger";"2010";"aantal";""
"Diesel";"Oplegger";"2011";"aantal";""
"Diesel";"Oplegger";"2012";"aantal";""
"Diesel";"Oplegger";"2013";"aantal";""
"Diesel";"Oplegger";"2014";"aantal";""
"Diesel";"Oplegger";"2015";"aantal";""
"Diesel";"Oplegger";"2016";"aantal";""
"Diesel";"Oplegger";"2017";"aantal";""
"Diesel";"Oplegger";"2018";"aantal";""
"Diesel";"Oplegger";"2019";"aantal";""
"LPG";"Totaal bedrijfsvoertuigen";"2000";"aantal";"23685"
"LPG";"Totaal bedrijfsvoertuigen";"2001";"aantal";"25073"
"LPG";"Totaal bedrijfsvoertuigen";"2002";"aantal";"25271"
"LPG";"Totaal bedrijfsvoertuigen";"2003";"aantal";"25192"
"LPG";"Totaal bedrijfsvoertuigen";"2004";"aantal";"24549"
"LPG";"Totaal bedrijfsvoertuigen";"2005";"aantal";"23534"
"LPG";"Totaal bedrijfsvoertuigen";"2006";"aantal";"20930"
"LPG";"Totaal bedrijfsvoertuigen";"2007";"aantal";"19478"
"LPG";"Totaal bedrijfsvoertuigen";"2008";"aantal";"18886"
"LPG";"Totaal bedrijfsvoertuigen";"2009";"aantal";"19007"
"LPG";"Totaal bedrijfsvoertuigen";"2010";"aantal";"18999"
"LPG";"Totaal bedrijfsvoertuigen";"2011";"aantal";"18762"
"LPG";"Totaal bedrijfsvoertuigen";"2012";"aantal";"18655"
"LPG";"Totaal bedrijfsvoertuigen";"2013";"aantal";"18639"
"LPG";"Totaal bedrijfsvoertuigen";"2014";"aantal";"18099"
"LPG";"Totaal bedrijfsvoertuigen";"2015";"aantal";"17687"
"LPG";"Totaal bedrijfsvoertuigen";"2016";"aantal";"17470"
"LPG";"Totaal bedrijfsvoertuigen";"2017";"aantal";"17696"
"LPG";"Totaal bedrijfsvoertuigen";"2018";"aantal";"18259"
"LPG";"Totaal bedrijfsvoertuigen";"2019";"aantal";"19117"
"LPG";"Bestelauto";"2000";"aantal";"22363"
"LPG";"Bestelauto";"2001";"aantal";"23613"
"LPG";"Bestelauto";"2002";"aantal";"23755"
"LPG";"Bestelauto";"2003";"aantal";"23619"
"LPG";"Bestelauto";"2004";"aantal";"22990"
"LPG";"Bestelauto";"2005";"aantal";"21934"
"LPG";"Bestelauto";"2006";"aantal";"18979"
"LPG";"Bestelauto";"2007";"aantal";"17413"
"LPG";"Bestelauto";"2008";"aantal";"16705"
"LPG";"Bestelauto";"2009";"aantal";"16676"
"LPG";"Bestelauto";"2010";"aantal";"16673"
"LPG";"Bestelauto";"2011";"aantal";"16465"
"LPG";"Bestelauto";"2012";"aantal";"16380"
"LPG";"Bestelauto";"2013";"aantal";"16384"
"LPG";"Bestelauto";"2014";"aantal";"15894"
"LPG";"Bestelauto";"2015";"aantal";"15605"
"LPG";"Bestelauto";"2016";"aantal";"15468"
"LPG";"Bestelauto";"2017";"aantal";"15720"
"LPG";"Bestelauto";"2018";"aantal";"16306"
"LPG";"Bestelauto";"2019";"aantal";"17160"
"LPG";"Vrachtauto (excl. trekker voor oplegger)";"2000";"aantal";"150"
"LPG";"Vrachtauto (excl. trekker voor oplegger)";"2001";"aantal";"164"
"LPG";"Vrachtauto (excl. trekker voor oplegger)";"2002";"aantal";"180"
"LPG";"Vrachtauto (excl. trekker voor oplegger)";"2003";"aantal";"186"
"LPG";"Vrachtauto (excl. trekker voor oplegger)";"2004";"aantal";"183"
"LPG";"Vrachtauto (excl. trekker voor oplegger)";"2005";"aantal";"201"
"LPG";"Vrachtauto (excl. trekker voor oplegger)";"2006";"aantal";"216"
"LPG";"Vrachtauto (excl. trekker voor oplegger)";"2007";"aantal";"229"
"LPG";"Vrachtauto (excl. trekker voor oplegger)";"2008";"aantal";"218"
"LPG";"Vrachtauto (excl. trekker voor oplegger)";"2009";"aantal";"234"
"LPG";"Vrachtauto (excl. trekker voor oplegger)";"2010";"aantal";"241"
"LPG";"Vrachtauto (excl. trekker voor oplegger)";"2011";"aantal";"250"
"LPG";"Vrachtauto (excl. trekker voor oplegger)";"2012";"aantal";"245"
"LPG";"Vrachtauto (excl. trekker voor oplegger)";"2013";"aantal";"249"
"LPG";"Vrachtauto (excl. trekker voor oplegger)";"2014";"aantal";"260"
"LPG";"Vrachtauto (excl. trekker voor oplegger)";"2015";"aantal";"291"
"LPG";"Vrachtauto (excl. trekker voor oplegger)";"2016";"aantal";"293"
"LPG";"Vrachtauto (excl. trekker voor oplegger)";"2017";"aantal";"292"
"LPG";"Vrachtauto (excl. trekker voor oplegger)";"2018";"aantal";"290"
"LPG";"Vrachtauto (excl. trekker voor oplegger)";"2019";"aantal";"286"
"LPG";"Trekker voor oplegger";"2000";"aantal";"13"
"LPG";"Trekker voor oplegger";"2001";"aantal";"14"
"LPG";"Trekker voor oplegger";"2002";"aantal";"11"
"LPG";"Trekker voor oplegger";"2003";"aantal";"15"
"LPG";"Trekker voor oplegger";"2004";"aantal";"12"
"LPG";"Trekker voor oplegger";"2005";"aantal";"13"
"LPG";"Trekker voor oplegger";"2006";"aantal";"13"
"LPG";"Trekker voor oplegger";"2007";"aantal";"12"
"LPG";"Trekker voor oplegger";"2008";"aantal";"13"
"LPG";"Trekker voor oplegger";"2009";"aantal";"16"
"LPG";"Trekker voor oplegger";"2010";"aantal";"16"
"LPG";"Trekker voor oplegger";"2011";"aantal";"17"
"LPG";"Trekker voor oplegger";"2012";"aantal";"15"
"LPG";"Trekker voor oplegger";"2013";"aantal";"16"
"LPG";"Trekker voor oplegger";"2014";"aantal";"17"
"LPG";"Trekker voor oplegger";"2015";"aantal";"18"
"LPG";"Trekker voor oplegger";"2016";"aantal";"17"
"LPG";"Trekker voor oplegger";"2017";"aantal";"20"
"LPG";"Trekker voor oplegger";"2018";"aantal";"23"
"LPG";"Trekker voor oplegger";"2019";"aantal";"64"
"LPG";"Speciaal voertuig";"2000";"aantal";"1006"
"LPG";"Speciaal voertuig";"2001";"aantal";"1096"
"LPG";"Speciaal voertuig";"2002";"aantal";"1147"
"LPG";"Speciaal voertuig";"2003";"aantal";"1217"
"LPG";"Speciaal voertuig";"2004";"aantal";"1220"
"LPG";"Speciaal voertuig";"2005";"aantal";"1261"
"LPG";"Speciaal voertuig";"2006";"aantal";"1567"
"LPG";"Speciaal voertuig";"2007";"aantal";"1697"
"LPG";"Speciaal voertuig";"2008";"aantal";"1837"
"LPG";"Speciaal voertuig";"2009";"aantal";"1969"
"LPG";"Speciaal voertuig";"2010";"aantal";"1984"
"LPG";"Speciaal voertuig";"2011";"aantal";"1949"
"LPG";"Speciaal voertuig";"2012";"aantal";"1937"
"LPG";"Speciaal voertuig";"2013";"aantal";"1915"
"LPG";"Speciaal voertuig";"2014";"aantal";"1859"
"LPG";"Speciaal voertuig";"2015";"aantal";"1763"
"LPG";"Speciaal voertuig";"2016";"aantal";"1685"
"LPG";"Speciaal voertuig";"2017";"aantal";"1659"
"LPG";"Speciaal voertuig";"2018";"aantal";"1634"
"LPG";"Speciaal voertuig";"2019";"aantal";"1601"
"LPG";"Bus";"2000";"aantal";"153"
"LPG";"Bus";"2001";"aantal";"186"
"LPG";"Bus";"2002";"aantal";"178"
"LPG";"Bus";"2003";"aantal";"155"
"LPG";"Bus";"2004";"aantal";"144"
"LPG";"Bus";"2005";"aantal";"125"
"LPG";"Bus";"2006";"aantal";"155"
"LPG";"Bus";"2007";"aantal";"127"
"LPG";"Bus";"2008";"aantal";"113"
"LPG";"Bus";"2009";"aantal";"112"
"LPG";"Bus";"2010";"aantal";"85"
"LPG";"Bus";"2011";"aantal";"81"
"LPG";"Bus";"2012";"aantal";"78"
"LPG";"Bus";"2013";"aantal";"75"
"LPG";"Bus";"2014";"aantal";"69"
"LPG";"Bus";"2015";"aantal";"10"
"LPG";"Bus";"2016";"aantal";"7"
"LPG";"Bus";"2017";"aantal";"5"
"LPG";"Bus";"2018";"aantal";"6"
"LPG";"Bus";"2019";"aantal";"6"
"LPG";"Aanhangwagen";"2000";"aantal";""
"LPG";"Aanhangwagen";"2001";"aantal";""
"LPG";"Aanhangwagen";"2002";"aantal";""
"LPG";"Aanhangwagen";"2003";"aantal";""
"LPG";"Aanhangwagen";"2004";"aantal";""
"LPG";"Aanhangwagen";"2005";"aantal";""
"LPG";"Aanhangwagen";"2006";"aantal";""
"LPG";"Aanhangwagen";"2007";"aantal";""
"LPG";"Aanhangwagen";"2008";"aantal";""
"LPG";"Aanhangwagen";"2009";"aantal";""
"LPG";"Aanhangwagen";"2010";"aantal";""
"LPG";"Aanhangwagen";"2011";"aantal";""
"LPG";"Aanhangwagen";"2012";"aantal";""
"LPG";"Aanhangwagen";"2013";"aantal";""
"LPG";"Aanhangwagen";"2014";"aantal";""
"LPG";"Aanhangwagen";"2015";"aantal";""
"LPG";"Aanhangwagen";"2016";"aantal";""
"LPG";"Aanhangwagen";"2017";"aantal";""
"LPG";"Aanhangwagen";"2018";"aantal";""
"LPG";"Aanhangwagen";"2019";"aantal";""
"LPG";"Oplegger";"2000";"aantal";""
"LPG";"Oplegger";"2001";"aantal";""
"LPG";"Oplegger";"2002";"aantal";""
"LPG";"Oplegger";"2003";"aantal";""
"LPG";"Oplegger";"2004";"aantal";""
"LPG";"Oplegger";"2005";"aantal";""
"LPG";"Oplegger";"2006";"aantal";""
"LPG";"Oplegger";"2007";"aantal";""
"LPG";"Oplegger";"2008";"aantal";""
"LPG";"Oplegger";"2009";"aantal";""
"LPG";"Oplegger";"2010";"aantal";""
"LPG";"Oplegger";"2011";"aantal";""
"LPG";"Oplegger";"2012";"aantal";""
"LPG";"Oplegger";"2013";"aantal";""
"LPG";"Oplegger";"2014";"aantal";""
"LPG";"Oplegger";"2015";"aantal";""
"LPG";"Oplegger";"2016";"aantal";""
"LPG";"Oplegger";"2017";"aantal";""
"LPG";"Oplegger";"2018";"aantal";""
"LPG";"Oplegger";"2019";"aantal";""
"Elektriciteit";"Totaal bedrijfsvoertuigen";"2000";"aantal";"81"
"Elektriciteit";"Totaal bedrijfsvoertuigen";"2001";"aantal";"84"
"Elektriciteit";"Totaal bedrijfsvoertuigen";"2002";"aantal";"76"
"Elektriciteit";"Totaal bedrijfsvoertuigen";"2003";"aantal";"79"
"Elektriciteit";"Totaal bedrijfsvoertuigen";"2004";"aantal";"77"
"Elektriciteit";"Totaal bedrijfsvoertuigen";"2005";"aantal";"88"
"Elektriciteit";"Totaal bedrijfsvoertuigen";"2006";"aantal";"86"
"Elektriciteit";"Totaal bedrijfsvoertuigen";"2007";"aantal";"84"
"Elektriciteit";"Totaal bedrijfsvoertuigen";"2008";"aantal";"81"
"Elektriciteit";"Totaal bedrijfsvoertuigen";"2009";"aantal";"69"
"Elektriciteit";"Totaal bedrijfsvoertuigen";"2010";"aantal";"91"
"Elektriciteit";"Totaal bedrijfsvoertuigen";"2011";"aantal";"162"
"Elektriciteit";"Totaal bedrijfsvoertuigen";"2012";"aantal";"242"
"Elektriciteit";"Totaal bedrijfsvoertuigen";"2013";"aantal";"574"
"Elektriciteit";"Totaal bedrijfsvoertuigen";"2014";"aantal";"778"
"Elektriciteit";"Totaal bedrijfsvoertuigen";"2015";"aantal";"1346"
"Elektriciteit";"Totaal bedrijfsvoertuigen";"2016";"aantal";"1606"
"Elektriciteit";"Totaal bedrijfsvoertuigen";"2017";"aantal";"1832"
"Elektriciteit";"Totaal bedrijfsvoertuigen";"2018";"aantal";"2566"
"Elektriciteit";"Totaal bedrijfsvoertuigen";"2019";"aantal";"3662"
"Elektriciteit";"Bestelauto";"2000";"aantal";"32"
"Elektriciteit";"Bestelauto";"2001";"aantal";"34"
"Elektriciteit";"Bestelauto";"2002";"aantal";"32"
"Elektriciteit";"Bestelauto";"2003";"aantal";"27"
"Elektriciteit";"Bestelauto";"2004";"aantal";"32"
"Elektriciteit";"Bestelauto";"2005";"aantal";"33"
"Elektriciteit";"Bestelauto";"2006";"aantal";"28"
"Elektriciteit";"Bestelauto";"2007";"aantal";"26"
"Elektriciteit";"Bestelauto";"2008";"aantal";"23"
"Elektriciteit";"Bestelauto";"2009";"aantal";"21"
"Elektriciteit";"Bestelauto";"2010";"aantal";"26"
"Elektriciteit";"Bestelauto";"2011";"aantal";"61"
"Elektriciteit";"Bestelauto";"2012";"aantal";"137"
"Elektriciteit";"Bestelauto";"2013";"aantal";"459"
"Elektriciteit";"Bestelauto";"2014";"aantal";"620"
"Elektriciteit";"Bestelauto";"2015";"aantal";"1168"
"Elektriciteit";"Bestelauto";"2016";"aantal";"1376"
"Elektriciteit";"Bestelauto";"2017";"aantal";"1519"
"Elektriciteit";"Bestelauto";"2018";"aantal";"2118"
"Elektriciteit";"Bestelauto";"2019";"aantal";"3090"
"Elektriciteit";"Vrachtauto (excl. trekker voor oplegger)";"2000";"aantal";"0"
"Elektriciteit";"Vrachtauto (excl. trekker voor oplegger)";"2001";"aantal";"0"
"Elektriciteit";"Vrachtauto (excl. trekker voor oplegger)";"2002";"aantal";"2"
"Elektriciteit";"Vrachtauto (excl. trekker voor oplegger)";"2003";"aantal";"2"
"Elektriciteit";"Vrachtauto (excl. trekker voor oplegger)";"2004";"aantal";"2"
"Elektriciteit";"Vrachtauto (excl. trekker voor oplegger)";"2005";"aantal";"1"
"Elektriciteit";"Vrachtauto (excl. trekker voor oplegger)";"2006";"aantal";"2"
"Elektriciteit";"Vrachtauto (excl. trekker voor oplegger)";"2007";"aantal";"1"
"Elektriciteit";"Vrachtauto (excl. trekker voor oplegger)";"2008";"aantal";"1"
"Elektriciteit";"Vrachtauto (excl. trekker voor oplegger)";"2009";"aantal";"1"
"Elektriciteit";"Vrachtauto (excl. trekker voor oplegger)";"2010";"aantal";"6"
"Elektriciteit";"Vrachtauto (excl. trekker voor oplegger)";"2011";"aantal";"8"
"Elektriciteit";"Vrachtauto (excl. trekker voor oplegger)";"2012";"aantal";"15"
"Elektriciteit";"Vrachtauto (excl. trekker voor oplegger)";"2013";"aantal";"22"
"Elektriciteit";"Vrachtauto (excl. trekker voor oplegger)";"2014";"aantal";"39"
"Elektriciteit";"Vrachtauto (excl. trekker voor oplegger)";"2015";"aantal";"57"
"Elektriciteit";"Vrachtauto (excl. trekker voor oplegger)";"2016";"aantal";"96"
"Elektriciteit";"Vrachtauto (excl. trekker voor oplegger)";"2017";"aantal";"104"
"Elektriciteit";"Vrachtauto (excl. trekker voor oplegger)";"2018";"aantal";"107"
"Elektriciteit";"Vrachtauto (excl. trekker voor oplegger)";"2019";"aantal";"123"
"Elektriciteit";"Trekker voor oplegger";"2000";"aantal";"0"
"Elektriciteit";"Trekker voor oplegger";"2001";"aantal";"0"
"Elektriciteit";"Trekker voor oplegger";"2002";"aantal";"0"
"Elektriciteit";"Trekker voor oplegger";"2003";"aantal";"0"
"Elektriciteit";"Trekker voor oplegger";"2004";"aantal";"0"
"Elektriciteit";"Trekker voor oplegger";"2005";"aantal";"0"
"Elektriciteit";"Trekker voor oplegger";"2006";"aantal";"0"
"Elektriciteit";"Trekker voor oplegger";"2007";"aantal";"0"
"Elektriciteit";"Trekker voor oplegger";"2008";"aantal";"0"
"Elektriciteit";"Trekker voor oplegger";"2009";"aantal";"0"
"Elektriciteit";"Trekker voor oplegger";"2010";"aantal";"0"
"Elektriciteit";"Trekker voor oplegger";"2011";"aantal";"0"
"Elektriciteit";"Trekker voor oplegger";"2012";"aantal";"0"
"Elektriciteit";"Trekker voor oplegger";"2013";"aantal";"2"
"Elektriciteit";"Trekker voor oplegger";"2014";"aantal";"4"
"Elektriciteit";"Trekker voor oplegger";"2015";"aantal";"7"
"Elektriciteit";"Trekker voor oplegger";"2016";"aantal";"6"
"Elektriciteit";"Trekker voor oplegger";"2017";"aantal";"8"
"Elektriciteit";"Trekker voor oplegger";"2018";"aantal";"9"
"Elektriciteit";"Trekker voor oplegger";"2019";"aantal";"12"
"Elektriciteit";"Speciaal voertuig";"2000";"aantal";"0"
"Elektriciteit";"Speciaal voertuig";"2001";"aantal";"0"
"Elektriciteit";"Speciaal voertuig";"2002";"aantal";"0"
"Elektriciteit";"Speciaal voertuig";"2003";"aantal";"0"
"Elektriciteit";"Speciaal voertuig";"2004";"aantal";"0"
"Elektriciteit";"Speciaal voertuig";"2005";"aantal";"0"
"Elektriciteit";"Speciaal voertuig";"2006";"aantal";"0"
"Elektriciteit";"Speciaal voertuig";"2007";"aantal";"0"
"Elektriciteit";"Speciaal voertuig";"2008";"aantal";"0"
"Elektriciteit";"Speciaal voertuig";"2009";"aantal";"0"
"Elektriciteit";"Speciaal voertuig";"2010";"aantal";"2"
"Elektriciteit";"Speciaal voertuig";"2011";"aantal";"3"
"Elektriciteit";"Speciaal voertuig";"2012";"aantal";"4"
"Elektriciteit";"Speciaal voertuig";"2013";"aantal";"4"
"Elektriciteit";"Speciaal voertuig";"2014";"aantal";"9"
"Elektriciteit";"Speciaal voertuig";"2015";"aantal";"9"
"Elektriciteit";"Speciaal voertuig";"2016";"aantal";"11"
"Elektriciteit";"Speciaal voertuig";"2017";"aantal";"10"
"Elektriciteit";"Speciaal voertuig";"2018";"aantal";"11"
"Elektriciteit";"Speciaal voertuig";"2019";"aantal";"13"
"Elektriciteit";"Bus";"2000";"aantal";"49"
"Elektriciteit";"Bus";"2001";"aantal";"50"
"Elektriciteit";"Bus";"2002";"aantal";"42"
"Elektriciteit";"Bus";"2003";"aantal";"50"
"Elektriciteit";"Bus";"2004";"aantal";"43"
"Elektriciteit";"Bus";"2005";"aantal";"54"
"Elektriciteit";"Bus";"2006";"aantal";"56"
"Elektriciteit";"Bus";"2007";"aantal";"57"
"Elektriciteit";"Bus";"2008";"aantal";"57"
"Elektriciteit";"Bus";"2009";"aantal";"47"
"Elektriciteit";"Bus";"2010";"aantal";"57"
"Elektriciteit";"Bus";"2011";"aantal";"90"
"Elektriciteit";"Bus";"2012";"aantal";"86"
"Elektriciteit";"Bus";"2013";"aantal";"87"
"Elektriciteit";"Bus";"2014";"aantal";"106"
"Elektriciteit";"Bus";"2015";"aantal";"105"
"Elektriciteit";"Bus";"2016";"aantal";"117"
"Elektriciteit";"Bus";"2017";"aantal";"191"
"Elektriciteit";"Bus";"2018";"aantal";"321"
"Elektriciteit";"Bus";"2019";"aantal";"424"
"Elektriciteit";"Aanhangwagen";"2000";"aantal";""
"Elektriciteit";"Aanhangwagen";"2001";"aantal";""
"Elektriciteit";"Aanhangwagen";"2002";"aantal";""
"Elektriciteit";"Aanhangwagen";"2003";"aantal";""
"Elektriciteit";"Aanhangwagen";"2004";"aantal";""
"Elektriciteit";"Aanhangwagen";"2005";"aantal";""
"Elektriciteit";"Aanhangwagen";"2006";"aantal";""
"Elektriciteit";"Aanhangwagen";"2007";"aantal";""
"Elektriciteit";"Aanhangwagen";"2008";"aantal";""
"Elektriciteit";"Aanhangwagen";"2009";"aantal";""
"Elektriciteit";"Aanhangwagen";"2010";"aantal";""
"Elektriciteit";"Aanhangwagen";"2011";"aantal";""
"Elektriciteit";"Aanhangwagen";"2012";"aantal";""
"Elektriciteit";"Aanhangwagen";"2013";"aantal";""
"Elektriciteit";"Aanhangwagen";"2014";"aantal";""
"Elektriciteit";"Aanhangwagen";"2015";"aantal";""
"Elektriciteit";"Aanhangwagen";"2016";"aantal";""
"Elektriciteit";"Aanhangwagen";"2017";"aantal";""
"Elektriciteit";"Aanhangwagen";"2018";"aantal";""
