"Onderwerp";"Voertuigtype";"Perioden";"Eenheid";"Waarde"
"Elektriciteit";"Aanhangwagen";"2019";"aantal";""
"Elektriciteit";"Oplegger";"2000";"aantal";""
"Elektriciteit";"Oplegger";"2001";"aantal";""
"Elektriciteit";"Oplegger";"2002";"aantal";""
"Elektriciteit";"Oplegger";"2003";"aantal";""
"Elektriciteit";"Oplegger";"2004";"aantal";""
"Elektriciteit";"Oplegger";"2005";"aantal";""
"Elektriciteit";"Oplegger";"2006";"aantal";""
"Elektriciteit";"Oplegger";"2007";"aantal";""
"Elektriciteit";"Oplegger";"2008";"aantal";""
"Elektriciteit";"Oplegger";"2009";"aantal";""
"Elektriciteit";"Oplegger";"2010";"aantal";""
"Elektriciteit";"Oplegger";"2011";"aantal";""
"Elektriciteit";"Oplegger";"2012";"aantal";""
"Elektriciteit";"Oplegger";"2013";"aantal";""
"Elektriciteit";"Oplegger";"2014";"aantal";""
"Elektriciteit";"Oplegger";"2015";"aantal";""
"Elektriciteit";"Oplegger";"2016";"aantal";""
"Elektriciteit";"Oplegger";"2017";"aantal";""
"Elektriciteit";"Oplegger";"2018";"aantal";""
"Elektriciteit";"Oplegger";"2019";"aantal";""
"CNG";"Totaal bedrijfsvoertuigen";"2000";"aantal";"514"
"CNG";"Totaal bedrijfsvoertuigen";"2001";"aantal";"540"
"CNG";"Totaal bedrijfsvoertuigen";"2002";"aantal";"466"
"CNG";"Totaal bedrijfsvoertuigen";"2003";"aantal";"446"
"CNG";"Totaal bedrijfsvoertuigen";"2004";"aantal";"311"
"CNG";"Totaal bedrijfsvoertuigen";"2005";"aantal";"261"
"CNG";"Totaal bedrijfsvoertuigen";"2006";"aantal";"232"
"CNG";"Totaal bedrijfsvoertuigen";"2007";"aantal";"310"
"CNG";"Totaal bedrijfsvoertuigen";"2008";"aantal";"406"
"CNG";"Totaal bedrijfsvoertuigen";"2009";"aantal";"690"
"CNG";"Totaal bedrijfsvoertuigen";"2010";"aantal";"1393"
"CNG";"Totaal bedrijfsvoertuigen";"2011";"aantal";"1824"
"CNG";"Totaal bedrijfsvoertuigen";"2012";"aantal";"2283"
"CNG";"Totaal bedrijfsvoertuigen";"2013";"aantal";"2900"
"CNG";"Totaal bedrijfsvoertuigen";"2014";"aantal";"3198"
"CNG";"Totaal bedrijfsvoertuigen";"2015";"aantal";"3572"
"CNG";"Totaal bedrijfsvoertuigen";"2016";"aantal";"3872"
"CNG";"Totaal bedrijfsvoertuigen";"2017";"aantal";"4137"
"CNG";"Totaal bedrijfsvoertuigen";"2018";"aantal";"4735"
"CNG";"Totaal bedrijfsvoertuigen";"2019";"aantal";"5193"
"CNG";"Bestelauto";"2000";"aantal";"492"
"CNG";"Bestelauto";"2001";"aantal";"525"
"CNG";"Bestelauto";"2002";"aantal";"450"
"CNG";"Bestelauto";"2003";"aantal";"426"
"CNG";"Bestelauto";"2004";"aantal";"292"
"CNG";"Bestelauto";"2005";"aantal";"239"
"CNG";"Bestelauto";"2006";"aantal";"210"
"CNG";"Bestelauto";"2007";"aantal";"207"
"CNG";"Bestelauto";"2008";"aantal";"294"
"CNG";"Bestelauto";"2009";"aantal";"500"
"CNG";"Bestelauto";"2010";"aantal";"841"
"CNG";"Bestelauto";"2011";"aantal";"1187"
"CNG";"Bestelauto";"2012";"aantal";"1544"
"CNG";"Bestelauto";"2013";"aantal";"1931"
"CNG";"Bestelauto";"2014";"aantal";"2173"
"CNG";"Bestelauto";"2015";"aantal";"2512"
"CNG";"Bestelauto";"2016";"aantal";"2719"
"CNG";"Bestelauto";"2017";"aantal";"2992"
"CNG";"Bestelauto";"2018";"aantal";"3573"
"CNG";"Bestelauto";"2019";"aantal";"3911"
"CNG";"Vrachtauto (excl. trekker voor oplegger)";"2000";"aantal";"0"
"CNG";"Vrachtauto (excl. trekker voor oplegger)";"2001";"aantal";"0"
"CNG";"Vrachtauto (excl. trekker voor oplegger)";"2002";"aantal";"0"
"CNG";"Vrachtauto (excl. trekker voor oplegger)";"2003";"aantal";"2"
"CNG";"Vrachtauto (excl. trekker voor oplegger)";"2004";"aantal";"3"
"CNG";"Vrachtauto (excl. trekker voor oplegger)";"2005";"aantal";"7"
"CNG";"Vrachtauto (excl. trekker voor oplegger)";"2006";"aantal";"11"
"CNG";"Vrachtauto (excl. trekker voor oplegger)";"2007";"aantal";"12"
"CNG";"Vrachtauto (excl. trekker voor oplegger)";"2008";"aantal";"16"
"CNG";"Vrachtauto (excl. trekker voor oplegger)";"2009";"aantal";"66"
"CNG";"Vrachtauto (excl. trekker voor oplegger)";"2010";"aantal";"87"
"CNG";"Vrachtauto (excl. trekker voor oplegger)";"2011";"aantal";"104"
"CNG";"Vrachtauto (excl. trekker voor oplegger)";"2012";"aantal";"118"
"CNG";"Vrachtauto (excl. trekker voor oplegger)";"2013";"aantal";"154"
"CNG";"Vrachtauto (excl. trekker voor oplegger)";"2014";"aantal";"176"
"CNG";"Vrachtauto (excl. trekker voor oplegger)";"2015";"aantal";"186"
"CNG";"Vrachtauto (excl. trekker voor oplegger)";"2016";"aantal";"221"
"CNG";"Vrachtauto (excl. trekker voor oplegger)";"2017";"aantal";"204"
"CNG";"Vrachtauto (excl. trekker voor oplegger)";"2018";"aantal";"176"
"CNG";"Vrachtauto (excl. trekker voor oplegger)";"2019";"aantal";"177"
"CNG";"Trekker voor oplegger";"2000";"aantal";"0"
"CNG";"Trekker voor oplegger";"2001";"aantal";"0"
"CNG";"Trekker voor oplegger";"2002";"aantal";"4"
"CNG";"Trekker voor oplegger";"2003";"aantal";"8"
"CNG";"Trekker voor oplegger";"2004";"aantal";"8"
"CNG";"Trekker voor oplegger";"2005";"aantal";"7"
"CNG";"Trekker voor oplegger";"2006";"aantal";"5"
"CNG";"Trekker voor oplegger";"2007";"aantal";"0"
"CNG";"Trekker voor oplegger";"2008";"aantal";"1"
"CNG";"Trekker voor oplegger";"2009";"aantal";"3"
"CNG";"Trekker voor oplegger";"2010";"aantal";"6"
"CNG";"Trekker voor oplegger";"2011";"aantal";"12"
"CNG";"Trekker voor oplegger";"2012";"aantal";"35"
"CNG";"Trekker voor oplegger";"2013";"aantal";"58"
"CNG";"Trekker voor oplegger";"2014";"aantal";"27"
"CNG";"Trekker voor oplegger";"2015";"aantal";"36"
"CNG";"Trekker voor oplegger";"2016";"aantal";"113"
"CNG";"Trekker voor oplegger";"2017";"aantal";"116"
"CNG";"Trekker voor oplegger";"2018";"aantal";"128"
"CNG";"Trekker voor oplegger";"2019";"aantal";"189"
"CNG";"Speciaal voertuig";"2000";"aantal";"7"
"CNG";"Speciaal voertuig";"2001";"aantal";"8"
"CNG";"Speciaal voertuig";"2002";"aantal";"9"
"CNG";"Speciaal voertuig";"2003";"aantal";"8"
"CNG";"Speciaal voertuig";"2004";"aantal";"8"
"CNG";"Speciaal voertuig";"2005";"aantal";"8"
"CNG";"Speciaal voertuig";"2006";"aantal";"6"
"CNG";"Speciaal voertuig";"2007";"aantal";"6"
"CNG";"Speciaal voertuig";"2008";"aantal";"7"
"CNG";"Speciaal voertuig";"2009";"aantal";"6"
"CNG";"Speciaal voertuig";"2010";"aantal";"15"
"CNG";"Speciaal voertuig";"2011";"aantal";"43"
"CNG";"Speciaal voertuig";"2012";"aantal";"63"
"CNG";"Speciaal voertuig";"2013";"aantal";"86"
"CNG";"Speciaal voertuig";"2014";"aantal";"135"
"CNG";"Speciaal voertuig";"2015";"aantal";"151"
"CNG";"Speciaal voertuig";"2016";"aantal";"151"
"CNG";"Speciaal voertuig";"2017";"aantal";"169"
"CNG";"Speciaal voertuig";"2018";"aantal";"216"
"CNG";"Speciaal voertuig";"2019";"aantal";"239"
"CNG";"Bus";"2000";"aantal";"15"
"CNG";"Bus";"2001";"aantal";"7"
"CNG";"Bus";"2002";"aantal";"3"
"CNG";"Bus";"2003";"aantal";"2"
"CNG";"Bus";"2004";"aantal";"0"
"CNG";"Bus";"2005";"aantal";"0"
"CNG";"Bus";"2006";"aantal";"0"
"CNG";"Bus";"2007";"aantal";"85"
"CNG";"Bus";"2008";"aantal";"88"
"CNG";"Bus";"2009";"aantal";"115"
"CNG";"Bus";"2010";"aantal";"444"
"CNG";"Bus";"2011";"aantal";"478"
"CNG";"Bus";"2012";"aantal";"523"
"CNG";"Bus";"2013";"aantal";"671"
"CNG";"Bus";"2014";"aantal";"687"
"CNG";"Bus";"2015";"aantal";"687"
"CNG";"Bus";"2016";"aantal";"668"
"CNG";"Bus";"2017";"aantal";"656"
"CNG";"Bus";"2018";"aantal";"642"
"CNG";"Bus";"2019";"aantal";"677"
"CNG";"Aanhangwagen";"2000";"aantal";""
"CNG";"Aanhangwagen";"2001";"aantal";""
"CNG";"Aanhangwagen";"2002";"aantal";""
"CNG";"Aanhangwagen";"2003";"aantal";""
"CNG";"Aanhangwagen";"2004";"aantal";""
"CNG";"Aanhangwagen";"2005";"aantal";""
"CNG";"Aanhangwagen";"2006";"aantal";""
"CNG";"Aanhangwagen";"2007";"aantal";""
"CNG";"Aanhangwagen";"2008";"aantal";""
"CNG";"Aanhangwagen";"2009";"aantal";""
"CNG";"Aanhangwagen";"2010";"aantal";""
"CNG";"Aanhangwagen";"2011";"aantal";""
"CNG";"Aanhangwagen";"2012";"aantal";""
"CNG";"Aanhangwagen";"2013";"aantal";""
"CNG";"Aanhangwagen";"2014";"aantal";""
"CNG";"Aanhangwagen";"2015";"aantal";""
"CNG";"Aanhangwagen";"2016";"aantal";""
"CNG";"Aanhangwagen";"2017";"aantal";""
"CNG";"Aanhangwagen";"2018";"aantal";""
"CNG";"Aanhangwagen";"2019";"aantal";""
"CNG";"Oplegger";"2000";"aantal";""
"CNG";"Oplegger";"2001";"aantal";""
"CNG";"Oplegger";"2002";"aantal";""
"CNG";"Oplegger";"2003";"aantal";""
"CNG";"Oplegger";"2004";"aantal";""
"CNG";"Oplegger";"2005";"aantal";""
"CNG";"Oplegger";"2006";"aantal";""
"CNG";"Oplegger";"2007";"aantal";""
"CNG";"Oplegger";"2008";"aantal";""
"CNG";"Oplegger";"2009";"aantal";""
"CNG";"Oplegger";"2010";"aantal";""
"CNG";"Oplegger";"2011";"aantal";""
"CNG";"Oplegger";"2012";"aantal";""
"CNG";"Oplegger";"2013";"aantal";""
"CNG";"Oplegger";"2014";"aantal";""
"CNG";"Oplegger";"2015";"aantal";""
"CNG";"Oplegger";"2016";"aantal";""
"CNG";"Oplegger";"2017";"aantal";""
"CNG";"Oplegger";"2018";"aantal";""
"CNG";"Oplegger";"2019";"aantal";""
"Geen/overige/onbekende brandstof";"Totaal bedrijfsvoertuigen";"2000";"aantal";"2"
"Geen/overige/onbekende brandstof";"Totaal bedrijfsvoertuigen";"2001";"aantal";"0"
"Geen/overige/onbekende brandstof";"Totaal bedrijfsvoertuigen";"2002";"aantal";"0"
"Geen/overige/onbekende brandstof";"Totaal bedrijfsvoertuigen";"2003";"aantal";"1"
"Geen/overige/onbekende brandstof";"Totaal bedrijfsvoertuigen";"2004";"aantal";"828721"
"Geen/overige/onbekende brandstof";"Totaal bedrijfsvoertuigen";"2005";"aantal";"894399"
"Geen/overige/onbekende brandstof";"Totaal bedrijfsvoertuigen";"2006";"aantal";"937097"
"Geen/overige/onbekende brandstof";"Totaal bedrijfsvoertuigen";"2007";"aantal";"972861"
"Geen/overige/onbekende brandstof";"Totaal bedrijfsvoertuigen";"2008";"aantal";"1007949"
"Geen/overige/onbekende brandstof";"Totaal bedrijfsvoertuigen";"2009";"aantal";"1038852"
"Geen/overige/onbekende brandstof";"Totaal bedrijfsvoertuigen";"2010";"aantal";"1056743"
"Geen/overige/onbekende brandstof";"Totaal bedrijfsvoertuigen";"2011";"aantal";"1071165"
"Geen/overige/onbekende brandstof";"Totaal bedrijfsvoertuigen";"2012";"aantal";"1084692"
"Geen/overige/onbekende brandstof";"Totaal bedrijfsvoertuigen";"2013";"aantal";"1092235"
"Geen/overige/onbekende brandstof";"Totaal bedrijfsvoertuigen";"2014";"aantal";"1096966"
"Geen/overige/onbekende brandstof";"Totaal bedrijfsvoertuigen";"2015";"aantal";"1106869"
"Geen/overige/onbekende brandstof";"Totaal bedrijfsvoertuigen";"2016";"aantal";"1122569"
"Geen/overige/onbekende brandstof";"Totaal bedrijfsvoertuigen";"2017";"aantal";"1138779"
"Geen/overige/onbekende brandstof";"Totaal bedrijfsvoertuigen";"2018";"aantal";"1160192"
"Geen/overige/onbekende brandstof";"Totaal bedrijfsvoertuigen";"2019";"aantal";"1173102"
"Geen/overige/onbekende brandstof";"Bestelauto";"2000";"aantal";"0"
"Geen/overige/onbekende brandstof";"Bestelauto";"2001";"aantal";"0"
"Geen/overige/onbekende brandstof";"Bestelauto";"2002";"aantal";"0"
"Geen/overige/onbekende brandstof";"Bestelauto";"2003";"aantal";"0"
"Geen/overige/onbekende brandstof";"Bestelauto";"2004";"aantal";"0"
"Geen/overige/onbekende brandstof";"Bestelauto";"2005";"aantal";"0"
"Geen/overige/onbekende brandstof";"Bestelauto";"2006";"aantal";"0"
"Geen/overige/onbekende brandstof";"Bestelauto";"2007";"aantal";"0"
"Geen/overige/onbekende brandstof";"Bestelauto";"2008";"aantal";"0"
"Geen/overige/onbekende brandstof";"Bestelauto";"2009";"aantal";"1"
"Geen/overige/onbekende brandstof";"Bestelauto";"2010";"aantal";"2"
"Geen/overige/onbekende brandstof";"Bestelauto";"2011";"aantal";"3"
"Geen/overige/onbekende brandstof";"Bestelauto";"2012";"aantal";"3"
"Geen/overige/onbekende brandstof";"Bestelauto";"2013";"aantal";"2"
"Geen/overige/onbekende brandstof";"Bestelauto";"2014";"aantal";"4"
"Geen/overige/onbekende brandstof";"Bestelauto";"2015";"aantal";"11"
"Geen/overige/onbekende brandstof";"Bestelauto";"2016";"aantal";"12"
"Geen/overige/onbekende brandstof";"Bestelauto";"2017";"aantal";"13"
"Geen/overige/onbekende brandstof";"Bestelauto";"2018";"aantal";"14"
"Geen/overige/onbekende brandstof";"Bestelauto";"2019";"aantal";"13"
"Geen/overige/onbekende brandstof";"Vrachtauto (excl. trekker voor oplegger)";"2000";"aantal";"2"
"Geen/overige/onbekende brandstof";"Vrachtauto (excl. trekker voor oplegger)";"2001";"aantal";"0"
"Geen/overige/onbekende brandstof";"Vrachtauto (excl. trekker voor oplegger)";"2002";"aantal";"0"
"Geen/overige/onbekende brandstof";"Vrachtauto (excl. trekker voor oplegger)";"2003";"aantal";"0"
"Geen/overige/onbekende brandstof";"Vrachtauto (excl. trekker voor oplegger)";"2004";"aantal";"0"
"Geen/overige/onbekende brandstof";"Vrachtauto (excl. trekker voor oplegger)";"2005";"aantal";"0"
"Geen/overige/onbekende brandstof";"Vrachtauto (excl. trekker voor oplegger)";"2006";"aantal";"0"
"Geen/overige/onbekende brandstof";"Vrachtauto (excl. trekker voor oplegger)";"2007";"aantal";"0"
"Geen/overige/onbekende brandstof";"Vrachtauto (excl. trekker voor oplegger)";"2008";"aantal";"0"
"Geen/overige/onbekende brandstof";"Vrachtauto (excl. trekker voor oplegger)";"2009";"aantal";"0"
"Geen/overige/onbekende brandstof";"Vrachtauto (excl. trekker voor oplegger)";"2010";"aantal";"1"
"Geen/overige/onbekende brandstof";"Vrachtauto (excl. trekker voor oplegger)";"2011";"aantal";"1"
"Geen/overige/onbekende brandstof";"Vrachtauto (excl. trekker voor oplegger)";"2012";"aantal";"1"
"Geen/overige/onbekende brandstof";"Vrachtauto (excl. trekker voor oplegger)";"2013";"aantal";"9"
"Geen/overige/onbekende brandstof";"Vrachtauto (excl. trekker voor oplegger)";"2014";"aantal";"14"
"Geen/overige/onbekende brandstof";"Vrachtauto (excl. trekker voor oplegger)";"2015";"aantal";"16"
"Geen/overige/onbekende brandstof";"Vrachtauto (excl. trekker voor oplegger)";"2016";"aantal";"17"
"Geen/overige/onbekende brandstof";"Vrachtauto (excl. trekker voor oplegger)";"2017";"aantal";"25"
"Geen/overige/onbekende brandstof";"Vrachtauto (excl. trekker voor oplegger)";"2018";"aantal";"30"
"Geen/overige/onbekende brandstof";"Vrachtauto (excl. trekker voor oplegger)";"2019";"aantal";"30"
"Geen/overige/onbekende brandstof";"Trekker voor oplegger";"2000";"aantal";"0"
"Geen/overige/onbekende brandstof";"Trekker voor oplegger";"2001";"aantal";"0"
"Geen/overige/onbekende brandstof";"Trekker voor oplegger";"2002";"aantal";"0"
"Geen/overige/onbekende brandstof";"Trekker voor oplegger";"2003";"aantal";"0"
"Geen/overige/onbekende brandstof";"Trekker voor oplegger";"2004";"aantal";"0"
"Geen/overige/onbekende brandstof";"Trekker voor oplegger";"2005";"aantal";"0"
"Geen/overige/onbekende brandstof";"Trekker voor oplegger";"2006";"aantal";"0"
"Geen/overige/onbekende brandstof";"Trekker voor oplegger";"2007";"aantal";"0"
"Geen/overige/onbekende brandstof";"Trekker voor oplegger";"2008";"aantal";"0"
"Geen/overige/onbekende brandstof";"Trekker voor oplegger";"2009";"aantal";"1"
"Geen/overige/onbekende brandstof";"Trekker voor oplegger";"2010";"aantal";"0"
"Geen/overige/onbekende brandstof";"Trekker voor oplegger";"2011";"aantal";"3"
"Geen/overige/onbekende brandstof";"Trekker voor oplegger";"2012";"aantal";"3"
"Geen/overige/onbekende brandstof";"Trekker voor oplegger";"2013";"aantal";"49"
"Geen/overige/onbekende brandstof";"Trekker voor oplegger";"2014";"aantal";"164"
"Geen/overige/onbekende brandstof";"Trekker voor oplegger";"2015";"aantal";"187"
"Geen/overige/onbekende brandstof";"Trekker voor oplegger";"2016";"aantal";"180"
"Geen/overige/onbekende brandstof";"Trekker voor oplegger";"2017";"aantal";"252"
"Geen/overige/onbekende brandstof";"Trekker voor oplegger";"2018";"aantal";"292"
"Geen/overige/onbekende brandstof";"Trekker voor oplegger";"2019";"aantal";"303"
"Geen/overige/onbekende brandstof";"Speciaal voertuig";"2000";"aantal";"0"
"Geen/overige/onbekende brandstof";"Speciaal voertuig";"2001";"aantal";"0"
"Geen/overige/onbekende brandstof";"Speciaal voertuig";"2002";"aantal";"0"
"Geen/overige/onbekende brandstof";"Speciaal voertuig";"2003";"aantal";"1"
"Geen/overige/onbekende brandstof";"Speciaal voertuig";"2004";"aantal";"0"
"Geen/overige/onbekende brandstof";"Speciaal voertuig";"2005";"aantal";"1"
"Geen/overige/onbekende brandstof";"Speciaal voertuig";"2006";"aantal";"0"
"Geen/overige/onbekende brandstof";"Speciaal voertuig";"2007";"aantal";"0"
"Geen/overige/onbekende brandstof";"Speciaal voertuig";"2008";"aantal";"0"
"Geen/overige/onbekende brandstof";"Speciaal voertuig";"2009";"aantal";"0"
"Geen/overige/onbekende brandstof";"Speciaal voertuig";"2010";"aantal";"0"
"Geen/overige/onbekende brandstof";"Speciaal voertuig";"2011";"aantal";"1"
"Geen/overige/onbekende brandstof";"Speciaal voertuig";"2012";"aantal";"1"
"Geen/overige/onbekende brandstof";"Speciaal voertuig";"2013";"aantal";"1"
"Geen/overige/onbekende brandstof";"Speciaal voertuig";"2014";"aantal";"3"
"Geen/overige/onbekende brandstof";"Speciaal voertuig";"2015";"aantal";"2"
"Geen/overige/onbekende brandstof";"Speciaal voertuig";"2016";"aantal";"4"
"Geen/overige/onbekende brandstof";"Speciaal voertuig";"2017";"aantal";"6"
"Geen/overige/onbekende brandstof";"Speciaal voertuig";"2018";"aantal";"13"
"Geen/overige/onbekende brandstof";"Speciaal voertuig";"2019";"aantal";"13"
"Geen/overige/onbekende brandstof";"Bus";"2000";"aantal";"0"
"Geen/overige/onbekende brandstof";"Bus";"2001";"aantal";"0"
"Geen/overige/onbekende brandstof";"Bus";"2002";"aantal";"0"
"Geen/overige/onbekende brandstof";"Bus";"2003";"aantal";"0"
"Geen/overige/onbekende brandstof";"Bus";"2004";"aantal";"3"
"Geen/overige/onbekende brandstof";"Bus";"2005";"aantal";"3"
"Geen/overige/onbekende brandstof";"Bus";"2006";"aantal";"3"
"Geen/overige/onbekende brandstof";"Bus";"2007";"aantal";"3"
"Geen/overige/onbekende brandstof";"Bus";"2008";"aantal";"3"
"Geen/overige/onbekende brandstof";"Bus";"2009";"aantal";"1"
"Geen/overige/onbekende brandstof";"Bus";"2010";"aantal";"0"
"Geen/overige/onbekende brandstof";"Bus";"2011";"aantal";"0"
"Geen/overige/onbekende brandstof";"Bus";"2012";"aantal";"0"
"Geen/overige/onbekende brandstof";"Bus";"2013";"aantal";"0"
"Geen/overige/onbekende brandstof";"Bus";"2014";"aantal";"2"
"Geen/overige/onbekende brandstof";"Bus";"2015";"aantal";"2"
"Geen/overige/onbekende brandstof";"Bus";"2016";"aantal";"2"
"Geen/overige/onbekende brandstof";"Bus";"2017";"aantal";"0"
"Geen/overige/onbekende brandstof";"Bus";"2018";"aantal";"0"
"Geen/overige/onbekende brandstof";"Bus";"2019";"aantal";"0"
"Geen/overige/onbekende brandstof";"Aanhangwagen";"2000";"aantal";""
"Geen/overige/onbekende brandstof";"Aanhangwagen";"2001";"aantal";""
"Geen/overige/onbekende brandstof";"Aanhangwagen";"2002";"aantal";""
"Geen/overige/onbekende brandstof";"Aanhangwagen";"2003";"aantal";""
"Geen/overige/onbekende brandstof";"Aanhangwagen";"2004";"aantal";"721626"
"Geen/overige/onbekende brandstof";"Aanhangwagen";"2005";"aantal";"782035"
"Geen/overige/onbekende brandstof";"Aanhangwagen";"2006";"aantal";"820035"
"Geen/overige/onbekende brandstof";"Aanhangwagen";"2007";"aantal";"853482"
"Geen/overige/onbekende brandstof";"Aanhangwagen";"2008";"aantal";"881919"
"Geen/overige/onbekende brandstof";"Aanhangwagen";"2009";"aantal";"905955"
"Geen/overige/onbekende brandstof";"Aanhangwagen";"2010";"aantal";"924118"
"Geen/overige/onbekende brandstof";"Aanhangwagen";"2011";"aantal";"938857"
"Geen/overige/onbekende brandstof";"Aanhangwagen";"2012";"aantal";"952350"
"Geen/overige/onbekende brandstof";"Aanhangwagen";"2013";"aantal";"960631"
"Geen/overige/onbekende brandstof";"Aanhangwagen";"2014";"aantal";"964889"
"Geen/overige/onbekende brandstof";"Aanhangwagen";"2015";"aantal";"970962"
"Geen/overige/onbekende brandstof";"Aanhangwagen";"2016";"aantal";"979377"
"Geen/overige/onbekende brandstof";"Aanhangwagen";"2017";"aantal";"989453"
"Geen/overige/onbekende brandstof";"Aanhangwagen";"2018";"aantal";"1002771"
"Geen/overige/onbekende brandstof";"Aanhangwagen";"2019";"aantal";"1008731"
"Geen/overige/onbekende brandstof";"Oplegger";"2000";"aantal";""
"Geen/overige/onbekende brandstof";"Oplegger";"2001";"aantal";""
"Geen/overige/onbekende brandstof";"Oplegger";"2002";"aantal";""
"Geen/overige/onbekende brandstof";"Oplegger";"2003";"aantal";""
"Geen/overige/onbekende brandstof";"Oplegger";"2004";"aantal";"107092"
"Geen/overige/onbekende brandstof";"Oplegger";"2005";"aantal";"112360"
"Geen/overige/onbekende brandstof";"Oplegger";"2006";"aantal";"117059"
"Geen/overige/onbekende brandstof";"Oplegger";"2007";"aantal";"119376"
"Geen/overige/onbekende brandstof";"Oplegger";"2008";"aantal";"126027"
"Geen/overige/onbekende brandstof";"Oplegger";"2009";"aantal";"132894"
"Geen/overige/onbekende brandstof";"Oplegger";"2010";"aantal";"132622"
"Geen/overige/onbekende brandstof";"Oplegger";"2011";"aantal";"132300"
"Geen/overige/onbekende brandstof";"Oplegger";"2012";"aantal";"132334"
"Geen/overige/onbekende brandstof";"Oplegger";"2013";"aantal";"131543"
"Geen/overige/onbekende brandstof";"Oplegger";"2014";"aantal";"131890"
"Geen/overige/onbekende brandstof";"Oplegger";"2015";"aantal";"135689"
"Geen/overige/onbekende brandstof";"Oplegger";"2016";"aantal";"142977"
"Geen/overige/onbekende brandstof";"Oplegger";"2017";"aantal";"149030"
"Geen/overige/onbekende brandstof";"Oplegger";"2018";"aantal";"157072"
"Geen/overige/onbekende brandstof";"Oplegger";"2019";"aantal";"164012"
"Bron: RDW, CBS"
